,price,location,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost,version_num,color_num,engine_num,location_num
3053,108900,חיפה,יונדאי I25 I25 INSPIRE,2016,1591 ליטר בנזין,154000,1,אוטומטי,שנהב לבן,ליסינג,11,1205,268,70,49,12
3054,97900,נתניה,לקסוס IS 250 TECH,2011,2500 ליטר בנזין,200000,2,אוטומטי,תכלת מטאלי,פרטית,11,1726,325,72,106,28
3055,165000,נתניה,סקודה קארוק KAROQ STYLE,2019,1498 ליטר בנזין,71412,1,אוטומטי,כסף מטלי,ליסינג,2,1835,616,49,39,28
3056,95000,סח'נין,ניסאן ג'וק JUKE ENTA-TECH TT,2022,999 ליטר בנזין,3600,1,אוטומטי,אפור כהה מטלי,פרטית,3,1811,472,10,151,29
3059,198900,פתח תקווה,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,125000,1,אוטומטי,קפה מטאלי,ליסינג,1,1604,584,62,151,35
3060,89000,נתניה,קיה סטוניק STONIC EX,2019,998 ליטר בנזין,32734,1,אוטומטי,כסף,פרטית,7,1353,723,46,150,28
3064,50000,עפולה,סקודה אוקטביה NEW OCTAVIA AMBITION,2018,999 ליטר בנזין,155000,1,אוטומטי,שחור מטלי,ליסינג,11,1604,580,67,151,32
3065,110900,באר שבע,סוזוקי בלנו BALENO GLX,2020,1242 ליטר בנזין,23477,1,אוטומטי,אדום,פרטית,11,1102,525,0,6,6
3066,121900,עפולה,סוזוקי ג'ימני JIMNY GLX,2023,1462 ליטר בנזין,100,1,אוטומטי,קרם,פרטית,11,2130,526,63,30,32
3067,205000,נתניה,פיג'ו 3008 3008 PREMIUM,2020,1199 ליטר בנזין,43651,1,אוטומטי,שנהב לבן,פרטית,3,2417,694,70,4,28
3068,153900,ירושלים,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2018,1499 ליטר בנזין,53272,1,אוטומטי,שחור,פרטית,2,1835,391,65,40,15
3070,98900,ראשון לציון,סוזוקי סוויפט SWIFT GLX,2018,1242 ליטר בנזין,114000,1,אוטומטי,שנהב לבן,פרטית,9,1102,534,70,6,38
3072,71900,רמת השרון,סקודה סופרב SUPERB FL BUSINESS,2020,1498 ליטר בנזין,89000,1,אוטומטי,שנהב לבן,ליסינג,8,2417,603,70,39,43
3076,179000,עיספיא,פיאט דובלו FIAT DOBLO COMBI,2019,1598 ליטר דיזל,99764,1,ידני,לבן,אחר,3,1835,677,53,54,31
3078,110900,חיפה,יונדאי איוניק HYBRID PREMIUM,2019,1580 ליטר בנזין,99000,1,אוטומטי,כסף,ליסינג,4,1604,283,46,44,12
3079,155000,נתניה,ניסאן קשקאי QASHQAI ACENTA,2019,1332 ליטר בנזין,113112,1,אוטומטי,כסף מטלי,ליסינג,7,1835,483,49,13,28
3082,140000,טמרה,יונדאי סונטה HYBRID PREMIUM,2021,1999 ליטר בנזין,60000,1,אוטומטי,שחור,פרטית,1,2417,305,65,84,14
3083,112000,חיפה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,168000,1,אוטומטי,שנהב לבן,ליסינג,3,1604,714,70,44,12
3085,119900,תל אביב יפו,מזדה CX-5 CX-5 EXECUTIVE,2020,1998 ליטר בנזין,70000,1,אוטומטי,כסף,פרטית,1,2417,361,46,82,48
3086,80000,מאיפה שנוח לך בארץ,יונדאי I20 I20 PRIME PLUS,2020,998 ליטר בנזין,98849,1,אוטומטי,אפור מטאלי,ליסינג,6,1529,266,12,150,22
3088,99900,נתניה,סובארו פורסטר FORESTER Z,2022,2498 ליטר בנזין,20,1,אוטומטי,שחור,פרטית,5,2130,516,65,104,28
3089,102900,חדרה,פיג'ו 3008 3008 ACTIVE,2017,1560 ליטר דיזל,130000,1,אוטומטי,שחור,ליסינג,5,1835,691,65,43,10
3091,36900,ראשון לציון,מרצדס A קלאס A250 E PROGRES PLUS,2021,1332 ליטר חשמל/בנזין,34000,1,אוטומטי,שחור,פרטית,11,3366,405,65,14,38
3092,174999,חיפה,רנו קליאו CLIO LIFE,2019,1197 ליטר בנזין,74700,1,אוטומטי,שחור מטלי,פרטית,2,1102,762,67,2,12
3094,90000,ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2019,999 ליטר בנזין,123264,1,אוטומטי,אפור מטאלי,ליסינג,3,1604,584,12,151,38
3095,140900,ראשון לציון,קיה סטוניק STONIC PREMIUM,2020,998 ליטר בנזין,21000,1,אוטומטי,צהוב,פרטית,9,1811,726,59,150,38
3096,81900,חדרה,סקודה סופרב SUPERB FL L K,2019,1395 ליטר חשמל/בנזין,89000,2,אוטומטי,שחור מטלי,פרטית,8,2563,604,67,25,10
3097,79000,אזור,מזדה 3 MAZDA 3 COMFORT,2021,1998 ליטר בנזין,36512,1,אוטומטי,שנהב לבן,ליסינג,3,1811,341,70,82,2
3098,182000,שפרעם,ב מ וו סדרה 1 118I S,2017,1499 ליטר בנזין,105000,2,אוטומטי,שנהב לבן,פרטית,5,2019,90,70,40,46
3099,99000,נתניה,ב מ וו X1 SDRIVE 18I S,2018,1499 ליטר בנזין,105000,2,אוטומטי,שנהב לבן,ליסינג,10,2563,74,70,40,28
3100,133900,נתניה,קיה ספורטז' SPORTAGE URBAN,2017,1591 ליטר בנזין,75000,1,אוטומטי,שחור,פרטית,7,1604,735,65,49,28
3101,250000,ראשון לציון,מיצובישי אאוטלנדר OUTLANDER PREMIUM,2018,1998 ליטר בנזין,112000,1,אוטומטי,שחור,פרטית,6,2019,385,65,82,38
3103,89000,עפולה,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,95000,1,אוטומטי,כסף מטלי,ליסינג,8,1353,550,49,151,32
3104,89900,פתח תקווה,פורד פוקוס FOCUS TREND,2013,1596 ליטר בנזין,165000,2,אוטומטי,כסף מטלי,ליסינג,4,1424,666,49,51,35
3105,112900,פתח תקווה,פורד אקספלורר LIMITE LIMITED,2022,2261 ליטר בנזין,13000,1,אוטומטי,אפור כהה,פרטית,11,4731,659,9,90,35
3106,189900,ראשון לציון,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,16926,1,אוטומטי,כסף,פרטית,5,1235,740,46,7,38
3107,108900,רמת השרון,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,150000,1,אוטומטי,תכלת מטאלי,פרטית,4,1604,241,72,60,43
3109,147500,נתניה,סיאט ארונה ARONA TYLE BICOLOR,2018,999 ליטר בנזין,99000,2,אוטומטי,שן פיל,פרטית,1,1353,551,69,151,28
3110,80900,ראשון לציון,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2015,1998 ליטר בנזין,82000,1,אוטומטי,אפור,פרטית,1,1693,380,6,82,38
3111,129900,תל אביב יפו,ג'יפ רנגלר WRANGLER SPORT,2021,1995 ליטר בנזין,30000,3,אוטומטי,שנהב לבן,פרטית,1,4731,141,70,76,48
3112,75968,קרית שמונה,מיצובישי ספייס סטאר SPACE STAR SUPREME,2019,1193 ליטר בנזין,93071,2,אוטומטי,שנהב לבן,פרטית,4,1102,396,70,1,37
3115,300000,רעננה,קיה ספורטז' SPORTAGE PREMIUM,2019,1591 ליטר בנזין,47736,1,אוטומטי,שנהב לבן,פרטית,6,2019,732,70,49,44
3120,90000,כפר סבא,פיג'ו 208 208 TECH EDITION,2020,1199 ליטר בנזין,19432,1,אוטומטי,אפור כהה,פרטית,10,1529,690,9,4,19
3121,249900,ראשון לציון,סקודה קודיאק KODIAQ STYLE,2020,1984 ליטר בנזין,58000,1,אוטומטי,אפור כהה,ליסינג,12,2563,622,9,68,38
3122,57900,חיפה,פיאט דובלו DOBLO ACTIVE,2017,1598 ליטר דיזל,114567,1,ידני,לבן,ליסינג,4,1835,676,53,54,12
3123,139900,פתח תקווה,דאציה דאסטר DUSTER LAUREATE,2017,1461 ליטר דיזל,103000,1,אוטומטי,כסף מטלי,פרטית,4,1102,145,49,29,35
3125,122900,חיפה,קיה פיקנטו PICANTO EX,2017,1248 ליטר בנזין,70000,2,אוטומטי,אדום,פרטית,3,1102,738,0,7,12
3126,121900,חיפה,יונדאי I20 I20 PRESTIGE,2019,998 ליטר בנזין,64300,1,אוטומטי,אפור מטל,פרטית,8,1102,264,13,150,12
3128,54900,ראשון לציון,ב מ וו סדרה 5 530E M-DESIGN SE,2022,1998 ליטר חשמל/בנזין,8000,1,אוטומטי,שנהב לבן,פרטית,7,4731,110,70,83,38
3129,72900,חיפה,יונדאי I20 I20 PRIME,2020,998 ליטר בנזין,50000,2,אוטומטי,כסף,פרטית,11,1102,265,46,150,12
3130,78900,פתח תקווה,רנו גראנד קופה COUPE INTENSE,2018,1461 ליטר דיזל,160000,4,אוטומטי,שחור מטלי,פרטית,4,1604,747,67,29,35
3132,65100,מאיפה שנוח לך בארץ,שברולט מאליבו LT TURBO,2013,1998 ליטר בנזין,170000,2,אוטומטי,שחור,פרטית,5,1693,786,65,82,22
3134,205000,עפולה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,101906,2,אוטומטי,שחור,פרטית,6,1604,714,65,44,32
3135,59900,חולון,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,114070,1,אוטומטי,לבן,ליסינג,8,2019,618,53,39,11
3136,81900,פתח תקווה,קיה ספורטז' SPORTAGE PREMIUM GT,2017,1591 ליטר בנזין,100000,1,אוטומטי,כסף,פרטית,11,1693,733,46,49,35
3137,340000,ראשון לציון,טויוטה קורולה HSD SDN SUN,2021,1798 ליטר בנזין,16000,1,אוטומטי,שנהב לבן,פרטית,6,1811,241,70,60,38
3139,87900,פתח תקווה,יונדאי טוסון TUCSON PREMIUM,2017,1999 ליטר בנזין,135000,1,אוטומטי,שנהב לבן,פרטית,2,1835,297,70,84,35
3141,78000,באר טוביה,איסוזו D-Max PICK - UP S,2014,2499 ליטר דיזל,80000,2,ידני,שנהב לבן,פרטית,7,1693,65,70,105,5
3142,35000,עפולה,פיג'ו 208 208 ACTIVE PRO,2018,1199 ליטר בנזין,68000,2,אוטומטי,אפור כהה,ליסינג,1,1353,688,9,4,32
3143,251230,נתניה,טויוטה לנד קרוזר LAND CRUISER LUXURY,2015,2982 ליטר דיזל,180000,2,אוטומטי,שנהב לבן,פרטית,4,2397,222,70,113,28
3144,96900,ראשון לציון,קיה פיקנטו PICANTO LX,2021,1248 ליטר בנזין,35965,1,אוטומטי,שנהב לבן,ליסינג,11,1235,740,70,7,38
3145,141900,חדרה,טויוטה קורולה COROLLA SUN,2015,1598 ליטר בנזין,135000,2,אוטומטי,שחור מטלי,פרטית,10,1424,236,67,53,10
3147,135000,שפרעם,סקודה אוקטביה OCTAVIA AMBITION,2016,1197 ליטר בנזין,100000,1,אוטומטי,כסף מטלי,ליסינג,5,1424,584,49,2,46
3148,374999,פרדס חנה כרכור,איסוזו D-Max PICK-UP S,2013,2499 ליטר דיזל,272000,1,ידני,שנהב לבן,פרטית,6,1693,67,70,105,34
3149,95000,תל אביב יפו,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,96656,1,אוטומטי,כסף מטלי,ליסינג,9,1604,241,49,60,48
3150,82000,שדרות,סיטרואן C1 C1 FEEL,2018,998 ליטר בנזין,31817,1,אוטומטי,שנהב לבן,פרטית,6,1102,561,70,150,45
3151,105000,עפולה,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,39500,1,אוטומטי,אפור כהה,פרטית,3,2130,691,9,4,32
3152,57000,בת ים,סקודה קודיאק KODIAQ STYLE,2018,1968 ליטר דיזל,130000,2,אוטומטי,אפור כהה,פרטית,5,2563,622,9,65,7
3154,75900,רמת השרון,מזדה CX-5 CX-5 EXECUTIVE,2015,1998 ליטר בנזין,117000,1,אוטומטי,אדום,פרטית,8,1693,361,0,82,43
3155,65000,נתניה,טויוטה קורולה COROLLA SUN,2015,1598 ליטר בנזין,178000,2,אוטומטי,שנהב לבן,ליסינג,4,1424,236,70,53,28
3159,84000,סינון עם האלגוריתם,רנו מגאן MEGANE INTENSE,2019,1461 ליטר דיזל,85000,1,אוטומטי,שנהב לבן,ליסינג,6,1604,750,70,29,30
3160,110900,חדרה,יונדאי קונה KONA EV,2022,חשמלי,12000,1,אוטומטי,שנהב לבן,פרטית,2,1811,315,70,152,10
3161,41900,פתח תקווה,סוזוקי בלנו BALENO GLX,2018,1242 ליטר בנזין,100000,1,אוטומטי,שנהב לבן,פרטית,9,1102,525,70,6,35
3162,122900,פתח תקווה,יונדאי איוניק HYBRID PREMIUM,2018,1580 ליטר בנזין,115049,2,אוטומטי,שנהב לבן,פרטית,1,1604,283,70,44,35
3168,255000,שפרעם,טויוטה קורולה COROLLA SUN,2017,1598 ליטר בנזין,90000,2,אוטומטי,אפור כהה מטלי,ליסינג,3,1604,236,10,53,46
3170,82000,חיפה,סיאט איביזה IBIZA STYLE,2019,999 ליטר בנזין,140000,1,אוטומטי,אפור,פרטית,4,1102,546,6,151,12
3171,144900,פתח תקווה,יונדאי טוסון TUCSON 0PENSKY PLUS,2018,1999 ליטר בנזין,37447,1,אוטומטי,שנהב לבן,פרטית,11,2019,292,70,84,35
3173,89900,חיפה,מזדה 3 MAZDA 3 SPIRIT,2019,1998 ליטר בנזין,22230,1,אוטומטי,אפור,פרטית,7,1835,343,6,82,12
3174,63000,ראשון לציון,סקודה קודיאק KODIAQ AMBITION,2019,1968 ליטר דיזל,139000,1,אוטומטי,אפור מטל,פרטית,2,2019,618,13,65,38
3176,141000,כרמיאל,רנו קפצ'ור CAPTUR EXPRESSION,2014,1197 ליטר בנזין,157000,3,אוטומטי,כתום,ליסינג,6,1424,767,51,2,20
3178,625000,עפולה,רנו מגאן MEGANE LIFE,2019,1461 ליטר דיזל,151000,2,אוטומטי,שנהב לבן,פרטית,12,1604,751,70,29,32
3182,127900,חיפה,מרצדס E קלאס E200 AMG,2022,1991 ליטר בנזין,7000,1,אוטומטי,שחור מטלי,פרטית,6,4731,430,67,71,12
3183,159990,חיפה,מיצובישי אקליפס קרוס ECLIPSE CROSS INTENSE,2018,1499 ליטר בנזין,96470,1,אוטומטי,כסף מטלי,פרטית,2,1835,392,49,40,12
3187,31900,חיפה,רנו קפצ'ור CAPTUR EXECUTIVE,2022,1332 ליטר בנזין,8434,1,אוטומטי,כסף מטלי,פרטית,7,1811,766,49,13,12
3188,64900,חיפה,מיצובישי אקליפס קרוס ECLIPSE CROSS INTENSE,2019,1499 ליטר בנזין,65000,1,אוטומטי,אפור,ליסינג,9,1835,392,6,40,12
3189,75000,כפר סבא,מזדה CX-5 CX-5 EXECUTIVE,2020,1998 ליטר בנזין,78300,1,אוטומטי,כחול,פרטית,10,2417,361,31,82,19
3190,230000,נתניה,דאציה דאסטר DUSTER LAUREATE,2019,1332 ליטר בנזין,108000,1,ידני,שנהב לבן,פרטית,6,1353,145,70,13,28
3191,279000,שפרעם,סיאט לאון LEON FR,2016,1798 ליטר בנזין,114000,2,אוטומטי,שנהב לבן,פרטית,1,1584,553,70,60,46
3192,52000,נתניה,שברולט טראקס TRAX LT LUX,2019,1364 ליטר בנזין,44000,1,אוטומטי,לבן,פרטית,2,1604,780,53,19,28
3193,499000,הרצליה,קיה ספורטז' SPORTAGE PREMIUM GT,2019,1591 ליטר בנזין,50000,1,אוטומטי,שנהב לבן,פרטית,3,2019,733,70,49,9
3194,98900,חיפה,יונדאי טוסון TUCSON PRIME,2016,1591 ליטר בנזין,106000,4,אוטומטי,כחול מטל,פרטית,1,1584,298,36,49,12
3195,49900,ראשון לציון,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,51000,1,אוטומטי,שנהב לבן,ליסינג,4,1235,740,70,7,38
3199,130900,פתח תקווה,שברולט קמארו CAMARO 1LT,2021,1998 ליטר בנזין,17181,1,אוטומטי,שחור,פרטית,8,3366,797,65,82,35
3200,107000,נס ציונה,יונדאי I10 I10 PRIME,2020,1197 ליטר בנזין,74500,1,אוטומטי,כסף,פרטית,6,1235,258,46,2,25
3201,145680,רעננה,מיצובישי ASX ASX INTENSE,2020,1998 ליטר בנזין,633000,1,אוטומטי,שנהב לבן,פרטית,7,1811,373,70,82,44
3202,81000,הרצליה,אופל קורסה CORSA ENJOY,2012,1398 ליטר בנזין,140000,2,אוטומטי,אפור כהה מטלי,פרטית,1,1074,58,10,27,9
3203,102000,ראשון לציון,פיג'ו 3008 3008 PREMIUM,2021,1199 ליטר בנזין,17000,1,אוטומטי,שנהב לבן,פרטית,10,2417,694,70,4,38
3204,92635,רעננה,ב מ וו סדרה 3 330E SPORT,2020,1998 ליטר חשמל/בנזין,48000,1,אוטומטי,שנהב לבן,פרטית,10,3366,102,70,83,44
3205,119999,נתניה,פיג'ו 208 208 ACTIVE,2016,1199 ליטר בנזין,215000,2,ידני,שנהב לבן,ליסינג,11,985,687,70,4,28
3207,66000,נתניה,פיאט 500 1.2 BICOLOR,2012,1242 ליטר בנזין,81000,2,אוטומטי,רב גווני,פרטית,5,1074,669,64,6,28
3208,111900,חיפה,יונדאי איוניק HYBRID PREMIUM FL,2021,1580 ליטר בנזין,101000,1,אוטומטי,שנהב לבן,ליסינג,6,1811,284,70,44,12
3209,110900,פתח תקווה,סקודה אוקטביה OCTAVIA RS,2022,1984 ליטר בנזין,16000,1,אוטומטי,שנהב לבן,פרטית,6,2417,588,70,68,35
3210,215000,חיפה,יונדאי I25 I25 INSPIRE,2018,1368 ליטר בנזין,160000,1,אוטומטי,אפור מטל,פרטית,4,1353,268,13,20,12
3211,271000,תל אביב יפו,פיג'ו 208 208 ACTIVE PRO,2018,1199 ליטר בנזין,128471,1,אוטומטי,אדום,ליסינג,4,1353,688,0,4,48
3212,71900,רמת השרון,רנו קפצ'ור CAPTUR EX PACK,2015,1197 ליטר בנזין,140000,3,אוטומטי,כסף מטלי,פרטית,10,1424,765,49,2,43
3213,110000,עפולה,קאדילאק SRX SRX LUXURY C3U,2014,3564 ליטר בנזין,113000,4,אוטומטי,כסף,פרטית,5,2397,707,46,133,32
3214,19000,נתניה,סקודה קודיאק KODIAQ AMBITION,2019,1498 ליטר בנזין,71000,1,אוטומטי,שנהב לבן,פרטית,1,2019,618,70,39,28
3215,149900,חיפה,סיאט איביזה IBIZA FR,2020,999 ליטר בנזין,38500,1,אוטומטי,אפור,פרטית,10,1529,543,6,151,12
3216,229000,חולון,פולקסווגן פאסאט PASSAT COMFORTLINE,2011,1798 ליטר בנזין,135000,1,אוטומטי,אפור מטל,פרטית,5,1427,645,13,60,11
3218,347000,נתניה,סקודה קודיאק KODIAQ AMBITION,2019,1968 ליטר דיזל,100000,1,אוטומטי,אפור מטל,פרטית,11,2019,618,13,65,28
3220,117000,טמרה,רנו גראנד קופה COUPE INTENSE,2019,1461 ליטר דיזל,140000,1,אוטומטי,שנהב לבן,פרטית,11,1604,747,70,29,14
3221,230000,פתח תקווה,סיאט לאון LEON LE CPOPA PLU,2013,1789 ליטר בנזין,130000,3,אוטומטי,שחור מטלי,פרטית,1,1584,555,67,58,35
3222,73000,טמרה,סיטרואן C4 ספייסטורר C4 SPACETOURER EXCLUSIVE,2019,1199 ליטר בנזין,87994,1,אוטומטי,בז',אחר,3,1835,565,20,4,14
3223,55200,מאיפה שנוח לך בארץ,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2018,1998 ליטר בנזין,116625,1,אוטומטי,אפור מטאלי,פרטית,2,2019,380,12,82,22
3224,34900,ירושלים,טויוטה קורולה סטיישן SPACE PLUS,2020,1798 ליטר בנזין,72000,1,אוטומטי,לבן,פרטית,1,1811,246,53,60,15
3225,70000,עפולה,שברולט ספארק SPARK PREMIER,2020,1399 ליטר בנזין,84000,1,אוטומטי,שנהב לבן,פרטית,3,1235,794,70,28,32
